,Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
1927,2016-04-21,Advanced Structures India,Automotive,Automotive Design and Engineering company,Bangalore,girnarsoft,Private Equity,2000000.0,http://www.advancedstructures.in/
1928,2016-04-21,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"m&y partners, svg media, anthil ventures & others",Seed Funding,2000000.0,
1929,2016-04-21,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"blume ventures, adil allana, aprameya radhakrishna, gautam ivatury, signal point partners",Seed Funding,2000000.0,http://www.mpaani.com/
1930,2016-04-21,Yufta,Ecommerce,hyperlocal fashion retail platform,Jaipur,ajay data & undisclosed hnis,Seed Funding,2000000.0,https://www.yufta.com/
1931,2016-04-20,1mg,Ecommerce,Online Pharmacy,Gurgaon,"maverick capital ventures, sequoia capital, omidyar network",Private Equity,15000000.0,https://www.1mg.com/
1932,2016-04-20,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"yournest angel fund, rajul garg",Seed Funding,2000000.0,http://www.fashalot.com/
1933,2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,undisclosed angel investors & hnis,Seed Funding,2000000.0,https://broomberg.in/
1934,2016-04-19,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,rn agarwal,Seed Funding,2000000.0,
1935,2016-04-19,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,man capital,Private Equity,2000000.0,http://CollegeDekho.com
1936,2016-04-19,Betaout,Ecommerce,customer intelligence and marketing automation platform,Noida,"stanford angels, letsventure, chennai angels, hyderabad angels, mumbai angels",Private Equity,1500000.0,https://www.betaout.com/
1937,2016-04-19,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! ventures,Seed Funding,450000.0,
1938,2016-04-19,LensKart,Ecommerce,Eyewear etailing platform,New Delhi,ratan tata,Private Equity,2000000.0,http://www.lenskart.com/
1939,2016-04-19,Simplilearn,Consumer Internet,Online certification platform,Bangalore,brand capital,Private Equity,2000000.0,http://www.simplilearn.com/
1940,2016-04-19,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,india educational investment fund,Private Equity,2000000.0,https://www.oliveboard.in/
1941,2016-04-18,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"pawan munjal, advantedge partners, astarc ventures",Private Equity,2000000.0,http://rapido.bike/
1942,2016-04-18,Tork Motocycles,Automotive,Electric Motorcycle Manufacturer,Pune,"bhavish aggarwal, ankit bhati",Seed Funding,2000000.0,http://www.torkmotorcycles.com/
1943,2016-04-18,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"mitin patel, gaurav agarwal",Seed Funding,2000000.0,
1944,2016-04-18,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,paytm & existing investors,Private Equity,10000000.0,https://www.jugnoo.in/#/
1945,2016-04-18,Yufta,Ecommerce,Women’s Fashion ECommerce Portal,Bangalore,ajay data & other hnis,Seed Funding,2000000.0,https://www.yufta.com/
1946,2016-04-18,Smytten,Ecommerce,Online Discovery and Shopping Platform,Gurgaon,rajan anandan,Seed Funding,2000000.0,http://smytten.com/
1947,2016-04-15,Organicshop,Ecommerce,Marketplace for organic products,Jaipur,"vivek nathani, yogesh chaudhary, mahavir pratap sharma, kamal kothari, h c jain",Seed Funding,2000000.0,http://organicshop.in/
1948,2016-04-15,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"ram shriram, neeraj arora, puru vashishtha",Seed Funding,2000000.0,http://www.deal4loans.com/
1949,2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,tiger global,Private Equity,30000000.0,https://www.nestaway.com/
1950,2016-04-15,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"mahavir pratap sharma, ajay data, yogesh chaudhary, sanjay phophaliya, siddharth agarwal, kamal kothari",Seed Funding,2000000.0,http://www.blueboxmedia.co/
1951,2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,vijay shekhar sharma,Seed Funding,150000.0,
1952,2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,naturals salon chain,Private Equity,15000000.0,
1954,2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,mount nathan advisors,Seed Funding,1000000.0,https://www.renewbuy.com/
1955,2016-04-14,BeaconsTalk,IT,contextual mobile advertising,Mumbai,"rajeev agrawal, prashant gooty",Seed Funding,100000.0,
1956,2016-04-14,Wedwise,Consumer Internet,Wedding related services community,New Delhi,startup equity partners,Seed Funding,2000000.0,https://www.facebook.com/wedwise/
1957,2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"pravin khandelwal, yatin kumar jain",Seed Funding,1000000.0,https://www.legalraasta.com/
1958,2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,dr. aniruddha malpani,Seed Funding,150000.0,http://www.raincan.com/
1959,2016-04-13,Hippily,Ecommerce,Fashion ECommerce App,Mumbai,"dr. sridhar ramaswamy, rakesh mathur",Seed Funding,250000.0,http://hippily.com/
1960,2016-04-13,kredX,Ecommerce,Invoice discounting  Marketplace,Bangalore,"prime venture partners,",Seed Funding,750000.0,https://www.kredx.com/
1961,2016-04-12,Indi.com,Consumer Internet,Video Social Network,Bangalore,anil kapoor,Seed Funding,2000000.0,http://indi.com/
1962,2016-04-12,LenDenClub,Fintech,Peer-to-Peer Lending Platform,Mumbai,"anirudh damani, daud ali, narendra karnavat, vikas kapoor, vikram lakhotia, krishna jhunjhunwaala, jayesh shah",Seed Funding,2000000.0,https://www.lendenclub.com/
1963,2016-04-12,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,shaan,Seed Funding,2000000.0,http://happydemic.com/
1964,2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"kris gopalakrishnan, dr. ranjan pai",Seed Funding,1000000.0,
1965,2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,rattan chadha,Seed Funding,200000.0,
1966,2016-04-11,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,prashant puri,Seed Funding,300000.0,https://priceraja.com/
1967,2016-04-11,Vegfru,Ecommerce,Online Fruit & Vegetable Marketplace,New Delhi,wingify,Seed Funding,2000000.0,http://vegfru.com/
1968,2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"softbank, sequoia capital, lightspeed venture partners, greenoaks capital, dsg consumer partners and venture nursery",Private Equity,100000000.0,https://www.oyorooms.com/
1969,2016-04-08,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"mahendra patel, nilender chauhan",Seed Funding,40000.0,
1970,2016-04-08,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"idg, indian angel network",Seed Funding,2000000.0,https://lbb.in/delhi/
1971,2016-04-08,Vahan,Edtech,Mobile Education Platform,Chennai,villgro,Seed Funding,2000000.0,http://vahan.co/
1972,2016-04-07,Truly Social,Consumer Internet,Mobile Gaming Studio,London,nazara technologies pvt ltd,Private Equity,2000000.0,
1973,2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,axilor ventures,Private Equity,1000000.0,http://petoo.in/
1974,2016-04-06,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,l’occitane,Private Equity,6000000.0,http://www.myglamm.com/
1975,2016-04-06,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,ninestarter,Seed Funding,500000.0,
1976,2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurgaon,dtdc express ltd,Private Equity,1000000.0,http://www.shipsy.in/
1977,2016-04-05,Cult Fitness,HealthTech,Healthcare training programs,Bangalore,mukesh bansal,Seed Funding,2000000.0,
1978,2016-04-05,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"blume ventures, barkawi holdings gmbh, tm service technology holdings gmbh",Private Equity,2000000.0,http://servify.in/
1979,2016-04-05,Haptik,IT,Personal Assistant App,Mumbai,times internet ltd,Private Equity,2000000.0,http://haptik.co/
1980,2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,vineet singh,Private Equity,2000000.0,http://www.housing.com
1981,2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,xiaomi inc,Private Equity,25000000.0,http://www.hungama.com
1982,2016-04-04,Roll Mafia,Food & Beverages,Rolls & Biryanis QSR chain,Pune,equentia natural resource & other undisclosed investors,Seed Funding,2000000.0,
1983,2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,n.s. raghavan centre for entrepreneurial learning,Seed Funding,2000000.0,http://highwaydelite.com/
1984,2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"nelstone ventures, transmedia capital, maiden lane ventures, csc upshot & angel investors",Private Equity,2700000.0,http://www.dilmil.co/
1985,2016-04-01,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"indian angel network, alok sharma, kris gopalakrishnan, saurabh srivastava, and ajai chowdhry",Seed Funding,2000000.0,http://www.process9.com/
1986,2016-04-01,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,raman roy,Seed Funding,2000000.0,http://picsdream.com/
1987,2016-03-31,Transcell,HealthTech,Family Stem Cell Banking Services,Hyderabad,indian angel network,Seed Funding,2000000.0,http://transcell.in/
1988,2016-03-31,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"mohandas pai, hiro mashita, singapore angel network, 500 startups, rajan anandan, ajay sarupria",Seed Funding,2000000.0,http://www.switchme.in/
1989,2016-03-30,Touchkin,HealthTech,Predictive Healthcare platform,Bangalore,"alok mittal, amit gupta, anuj srivastava, himanshu aggarwal, raghunandan g, puneet agarwal",Seed Funding,400000.0,http://www.touchkin.com/
1990,2016-03-30,True Balance,IT,Mobile Balance Check App,Gurgaon,softbank ventures korea,Private Equity,2000000.0,http://truebalance.io/
1991,2016-03-29,Veritas Finance,Fintech,Asset Based Lending platform,Chennai,sarva capital,Private Equity,4700000.0,http://www.vfpfinancial.com/
1992,2016-03-29,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,robin utthappa,Seed Funding,2000000.0,http://www.healtheminds.com/
1993,2016-03-29,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"rajul garg, daljit singh, aditya vij, kishore kumar, shuchin bajaj",Seed Funding,300000.0,http://babygogo.in/
1994,2016-03-29,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,jay vijayan,Seed Funding,500000.0,
1997,2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"bharanidharan viswanathan, sanjiv mittal, shobhit shukla, rahul agarwal",Seed Funding,150000.0,http://horntell.com/
1998,2016-03-23,SP Robotics,IT,Robotic Classes for Students,Chennai,"indian angel network,",Seed Funding,300000.0,http://www.sproboticworks.com/
1999,2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,broadbean capital services,Private Equity,500000.0,http://www.wheelstreet.in/
2000,2016-03-23,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"bitchemy ventures, maheshwari investments pvt ltd, anshoo gaur, rama krishna reddy, sandeep seerapu",Private Equity,330000.0,https://www.ekincare.com/
2001,2016-03-23,HashLearn,Consumer Internet,Mobile based private tutoring services,Bangalore,"bhavish aggarwal, binny bansal,  rajan anandan, mekin maheshwar, sunil kalra, anupam mittal, krishna mehra, singapore angel network",Seed Funding,2000000.0,http://now.hashlearn.com/
2002,2016-03-23,Endless Robotics,IT,Interior Painting Automation,Hyderabad,"devidas desai, vipul gautam, singapore angel network",Seed Funding,100000.0,http://endlessrobotics.com/
2003,2016-03-23,StalkBuyLove,Ecommerce,Fashion eTailer,New Delhi,"500 startups, littlerock, singularity ventures",Seed Funding,2000000.0,http://www.stalkbuylove.com/
2004,2016-03-22,Byju’s,Consumer Internet,Educational Video Content Creator,Bangalore,"sequoia india, sofina",Private Equity,75000000.0,http://byjus.com/
2005,2016-03-22,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"indian angel network, tracxn labs & others",Seed Funding,600000.0,http://www.drivojoy.com/
2006,2016-03-22,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,gain,Seed Funding,2000000.0,http://www.cityshor.com/
2007,2016-03-22,BigBasket,Ecommerce,Online Grocery Shop,Bangalore,abraaj group,Private Equity,150000000.0,http://www.bigbasket.com/choose-city/?next=/
2008,2016-03-22,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"rajul garg, alok mittal, kunal shah, rishi mandawat, dheeraj jain, sandeep tandon, dexter angel circle",Seed Funding,2000000.0,http://lifcare.in/
2009,2016-03-22,Smartron,IT,Internet of Things Device manufacturer,Bangalore,sachin tendulkar,Private Equity,2000000.0,http://www.smartron.com/
2010,2016-03-22,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"pix vine capital, infocomm development authority of singapore",Seed Funding,360000.0,https://www.creditseva.com/
2011,2016-03-21,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,unitus seed fund,Seed Funding,2000000.0,http://www.oneclickwash.com/
2012,2016-03-21,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,google capital,Private Equity,2000000.0,http://www.girnarsoft.com/
2013,2016-03-21,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,cashurdrive marketing pvt ltd,Private Equity,2000000.0,https://www.roomoncall.in/
2014,2016-03-19,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,naveen gupta,Seed Funding,30000.0,https://www.gosporto.com/
2015,2016-03-18,Hello Curry,Food & Beverages,Quick Service Restaurant Chain,Hyderabad,sashi reddi & other unnamed investors,Private Equity,1500000.0,http://www.hellocurry.com/
2016,2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"rannvijay singh, anita hassanandani",Seed Funding,108000.0,
2018,2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,swastika company ltd,Seed Funding,230000.0,
2020,2016-03-16,WorkIndia,Consumer Internet,Online Job Board,Mumbai,beenext,Seed Funding,2000000.0,http://www.workindia.in/
2021,2016-03-16,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"zishaan hayath, abhishek goyal, arjun and rohan malhotra, harpreet singh grover, gagan dugal",Seed Funding,250000.0,https://www.wealthy.in/
2022,2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"chandrashekar tallapragada, pankaj kapoor",Seed Funding,180000.0,http://www.gapoon.com/
2023,2016-03-16,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"kris gopalakrishnan, atul nishar",Seed Funding,2000000.0,http://www.avagmah.com/
2024,2016-03-15,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"alex kuruvilla, pradeep guha, saket dhankar, rajan pandhare",Seed Funding,250000.0,
2025,2016-03-15,Proximit,IT,Advertising Technology,Pune,funding through 1crowd platform,Seed Funding,150000.0,
2026,2016-03-15,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"s chand and co pvt ltd, blume ventures",Private Equity,1000000.0,http://www.flipclass.com/
2027,2016-03-14,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,hemang sahani,Seed Funding,2000000.0,http://www.eswasthya.in/
2028,2016-03-14,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,agarwal movers group,Private Equity,14900000.0,http://www.truckingcube.com/
2029,2016-03-14,PinkBlue,Ecommerce,Medical Supplies eTailer,Bangalore,"hari krishna, ajay modani, dr v ravinder, anirudh rastogi, abhishek jain, rakesh gakhar, rajeev mudumba, nagendra prasad bhanuprakash",Seed Funding,223608.0,http://PinkBlue.in
2030,2016-03-11,JollyFoodFellow,IT,Food Related Marketing & Branding platform,Ahmedabad,janak parikh,Seed Funding,2000000.0,http://www.jollyfoodfellow.com/
2031,2016-03-10,Stylflip,Ecommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"raj gala shah, zaheer memon",Seed Funding,2000000.0,http://stylflip.com/
2033,2016-03-10,Icertis,IT,Contract Management Software Solutions platform,Pune/Seattle,"ignition partners, greycroft partners, fidelity growth partners india",Private Equity,15000000.0,http://www.icertis.com/
2034,2016-03-10,Supplified,Ecommerce,Construction material eTailer,New Delhi,mohit goel,Seed Funding,1000000.0,http://supplified.com/
2035,2016-03-09,MyGubbi,Real Estate,Interior Design & Home Décor Solutions,Bangalore,"vipul parekh, ajesh k murthy,",Seed Funding,2500000.0,https://mygubbi.com/
2036,2016-03-09,Indiamart,Ecommerce,B2B Marketplace for SMBs,Noida,amadeus capital,Private Equity,2000000.0,http://www.indiamart.com/
